Disaster_Subgroup,Disaster_Type,Disaster_Subtype,ISO,Country,Subregion,Magnitude,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,No_Injured,No_Affected,Total_Affected,Total_Damage_Adj,CPI
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,230.0,2015,8,9.0,2015,8,9.0,18.0,52.0,1580000.0,1580000.0,1697624.0,75.55797676894446
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2015,8,8.0,2015,8,9.0,6.0,380.0,40000.0,380.0,97437.0,75.55797676894446
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2015,8,28.0,2015,8,30.0,18.0,21.0,736000.0,787000.0,107022.0,75.55797676894446
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2015,7,14.0,2015,7,16.0,19.0,21.0,85250.0,85250.0,107022.0,75.55797676894446
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.6,2015,9,24.0,2015,9,24.0,7.0,62.0,12185.0,12247.0,104477.5,75.55797676894446
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2015,9,6.0,2015,9,6.0,32.0,52.0,40000.0,14400.0,97437.0,75.55797676894446
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2015,9,15.0,2015,9,23.0,14.0,21.0,15000.0,15000.0,107022.0,75.55797676894446
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2015,9,28.0,2015,9,28.0,3.0,376.0,40000.0,376.0,34411.0,75.55797676894446
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,7.5,2015,10,26.0,2015,10,26.0,115.0,58080.0,12426.0,92725.0,104477.5,75.55797676894446
Meteorological,Storm,Tropical cyclone,YEM,Yemen,Western Asia,144.0,2015,11,3.0,2015,11,4.0,8.0,65.0,110000.0,110065.0,264697.0,75.55797676894446
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2015,10,2.0,2015,10,2.0,2.0,52.0,3500.0,3500.0,1721.0,75.55797676894446
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,29905.0,2015,9,15.0,2015,9,5.0,8.0,9.0,7300.0,7309.0,107022.0,75.55797676894446
Meteorological,Extreme temperature,Cold wave,JPN,Japan,Eastern Asia,35.0,2016,1,20.0,2016,1,26.0,8.0,610.0,75000.0,610.0,90654.0,76.51121620386147
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2015,5,19.0,2015,5,19.0,23.0,52.0,40000.0,14400.0,97437.0,75.55797676894446
Geophysical,Earthquake,Ground movement,TLS,Timor-Leste,South-eastern Asia,6.5,2015,11,4.0,2015,11,4.0,7.0,3.0,12426.0,2003.0,5294.0,75.55797676894446
Meteorological,Storm,Tropical cyclone,KHM,Cambodia,South-eastern Asia,144.0,2015,9,19.0,2015,9,20.0,12.0,52.0,6300.0,6300.0,97437.0,75.55797676894446
Climatological,Drought,Drought,PRK,Democratic People's Republic of Korea,Eastern Asia,3500.0,2015,6,,2015,6,,37.0,45.5,18000000.0,18000000.0,364331.0,75.55797676894446
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2016,7,9.0,2016,7,9.0,3.0,300.0,40000.0,300.0,97437.0,76.51121620386147
Climatological,Drought,Drought,CHN,China,Eastern Asia,3500.0,2015,5,,2015,5,,37.0,45.5,2100000.0,2100000.0,3261072.0,75.55797676894446
Climatological,Drought,Drought,IND,India,Southern Asia,3500.0,2015,1,,2016,1,,37.0,45.5,330000000.0,330000000.0,3970461.0,75.55797676894446
Climatological,Wildfire,Forest fire,NPL,Nepal,Southern Asia,47.5,2016,2,1.0,2016,2,2.0,11.0,28.5,4000.0,1533.0,328495.5,76.51121620386147
Meteorological,Extreme temperature,Cold wave,CHN,China,Eastern Asia,-41.0,2016,1,20.0,2016,1,26.0,5.0,472.0,75000.0,5100.0,2091197.0,76.51121620386147
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,29905.0,2016,4,13.0,2016,4,14.0,20.0,21.0,29750.0,29750.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,720844.3,2016,6,28.0,2016,6,13.0,289.0,21.0,60000000.0,60000000.0,28753954.0,76.51121620386147
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2016,4,16.0,2016,4,17.0,31.0,21.0,25450.0,20000.0,107022.0,76.51121620386147
Meteorological,Storm,Lightning/Thunderstorms,MMR,Myanmar,South-eastern Asia,144.0,2016,4,21.0,2016,4,23.0,14.0,12.0,40000.0,12012.0,2614.0,76.51121620386147
Meteorological,Storm,Lightning/Thunderstorms,BGD,Bangladesh,Southern Asia,144.0,2016,5,13.0,2016,5,15.0,59.0,52.0,40000.0,14400.0,97437.0,76.51121620386147
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,144.0,2016,6,16.0,2016,6,23.0,99.0,846.0,45000.0,45846.0,653499.0,76.51121620386147
Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,29905.0,2016,8,15.0,2016,8,16.0,3.0,21.0,22500.0,22500.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,197079.53,2016,6,18.0,2016,6,23.0,68.0,21.0,165000.0,165000.0,3920994.0,76.51121620386147
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2016,6,20.0,2016,6,21.0,93.0,52.0,40000.0,14400.0,97437.0,76.51121620386147
Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,31431.28,2016,7,3.0,2016,7,6.0,46.0,21.0,235.0,410.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,29905.0,2016,7,18.0,2016,7,19.0,19.0,21.0,441.0,441.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,17187.43,2016,10,6.0,2016,10,16.0,4.0,21.0,204000.0,204000.0,156840.0,76.51121620386147
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2016,10,16.0,2016,10,19.0,12.0,52.0,40000.0,14400.0,1163228.0,76.51121620386147
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2016,8,18.0,2016,8,21.0,11.0,15.0,11075.0,11090.0,205.0,76.51121620386147
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2016,8,27.0,2016,8,28.0,10.0,21.0,25450.0,20000.0,107022.0,76.51121620386147
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,185.0,2016,9,20.0,2016,9,20.0,1.0,52.0,6000.0,6000.0,97437.0,76.51121620386147
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,29905.0,2016,11,13.0,2016,11,15.0,5.0,21.0,19669.0,19669.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,20485.81,2016,11,28.0,2016,11,7.0,19.0,21.0,400.0,400.0,107022.0,76.51121620386147
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,185.0,2016,12,25.0,2016,12,26.0,24.0,52.0,1893404.0,1893404.0,135485.0,76.51121620386147
Meteorological,Storm,Lightning/Thunderstorms,IRN,Iran (Islamic Republic of),Southern Asia,144.0,2016,9,1.0,2016,9,2.0,4.0,52.0,40000.0,2000.0,97437.0,76.51121620386147
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2016,8,6.0,2016,8,7.0,22.0,60.0,2900.0,2960.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2016,8,12.0,2016,8,14.0,8.0,4.0,410.0,509.0,107022.0,76.51121620386147
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,29905.0,2017,1,16.0,2017,1,31.0,9.0,21.0,1500000.0,1500000.0,10366.0,78.14100176276759
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2017,4,1.0,2017,4,1.0,28.0,17.0,1275.5,177.0,14077.0,78.14100176276759
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,29905.0,2017,3,3.0,2017,3,3.0,8.0,21.0,17410.0,17410.0,24315.0,78.14100176276759
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,0.0,2017,8,7.0,2017,8,7.0,25.0,4.0,1275.5,4.0,20565.5,78.14100176276759
Meteorological,Storm,Lightning/Thunderstorms,CHN,China,Eastern Asia,144.0,2017,4,15.0,2017,4,17.0,12.0,52.0,5000.0,5000.0,255948.0,78.14100176276759
Meteorological,Extreme temperature,Heat wave,IND,India,Southern Asia,48.0,2017,4,12.0,2017,4,15.0,264.0,472.0,75000.0,5100.0,90654.0,78.14100176276759
Meteorological,Storm,Lightning/Thunderstorms,PAK,Pakistan,Southern Asia,144.0,2017,4,22.0,2017,4,22.0,11.0,52.0,40000.0,14400.0,97437.0,78.14100176276759
Hydrological,Mass movement (wet),Landslide (wet),KGZ,Kyrgyzstan,Central Asia,0.0,2017,4,29.0,2017,4,29.0,24.0,13.0,1275.5,55.0,20565.5,78.14100176276759
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2017,5,31.0,2017,5,5.0,1.0,21.0,25200.0,28500.0,136932.0,78.14100176276759
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,29905.0,2017,6,1.0,2017,6,3.0,4.0,21.0,282345.0,282420.0,107022.0,78.14100176276759
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2017,6,15.0,2017,6,21.0,10.0,21.0,25450.0,20000.0,119016.0,78.14100176276759
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2017,6,27.0,2017,6,5.0,1.0,4.0,4100.0,4104.0,454.0,78.14100176276759
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2017,7,17.0,2017,7,20.0,12.0,21.0,9600.0,9600.0,47350.0,78.14100176276759
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2017,7,5.0,2017,7,2.0,23.0,21.0,1000000.0,1000000.0,392880.0,78.14100176276759
Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,64676.5,2017,8,10.0,2017,8,7.0,176.0,134.0,1700000.0,1700134.0,761444.0,78.14100176276759
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,144.0,2017,8,24.0,2017,8,24.0,12.0,129.0,27.0,156.0,966842.0,78.14100176276759
Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,13420.0,2002,1,4.0,2002,1,7.0,11.0,8.0,95000.0,95008.0,684.0,57.34184015407783
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,75.0,2017,11,1.0,2017,11,3.0,6.0,52.0,305.0,305.0,97437.0,78.14100176276759
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,250.0,2017,10,18.0,2017,10,20.0,9.0,52.0,163349.0,163349.0,4351.0,78.14100176276759
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,101670.34,2017,10,10.0,2017,10,8.0,9.0,21.0,605000.0,605000.0,1792.0,78.14100176276759
Hydrological,Mass movement (wet),Avalanche (wet),MNG,Mongolia,Eastern Asia,0.0,2017,10,22.0,2017,10,22.0,17.0,13.0,1275.5,300.0,20565.5,78.14100176276759
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2017,8,27.0,2017,8,27.0,12.0,52.0,300.0,300.0,71665.0,78.14100176276759
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,126.0,2017,8,27.0,2017,8,27.0,1.0,52.0,40000.0,14400.0,97437.0,78.14100176276759
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,29905.0,2017,11,25.0,2017,11,3.0,2.0,21.0,13000.0,13000.0,107022.0,78.14100176276759
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,29905.0,2017,11,25.0,2017,11,3.0,22.0,21.0,385498.0,385498.0,107022.0,78.14100176276759
Meteorological,Storm,Storm (General),MYS,Malaysia,South-eastern Asia,144.0,2017,12,18.0,2017,12,20.0,12.0,52.0,426.0,426.0,97437.0,78.14100176276759
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2017,4,26.0,2017,4,29.0,8.0,21.0,76800.0,76800.0,629631.0,78.14100176276759
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,29905.0,2017,11,19.0,2017,11,24.0,2.0,21.0,2280.0,2280.0,107022.0,78.14100176276759
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2018,1,1.0,2018,1,3.0,3.0,9.0,83908.0,83917.0,15355.0,80.04959625595113
Meteorological,Extreme temperature,Cold wave,BGD,Bangladesh,Southern Asia,2.6,2018,1,1.0,2018,1,10.0,34.0,472.0,75000.0,5100.0,90654.0,80.04959625595113
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,29905.0,2018,1,13.0,2018,1,17.0,11.0,21.0,180000.0,180000.0,107022.0,80.04959625595113
Meteorological,Extreme temperature,Heat wave,PAK,Pakistan,Southern Asia,42.0,2018,5,18.0,2018,5,22.0,180.0,472.0,75000.0,5100.0,90654.0,80.04959625595113
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,100.0,2018,5,13.0,2018,5,16.0,95.0,52.0,40000.0,14400.0,97437.0,80.04959625595113
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,109672.31,2018,6,29.0,2018,6,8.0,246.0,102.0,1500000.0,1500102.0,11867643.0,80.04959625595113
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2018,5,6.0,2018,5,9.0,32.0,52.0,21000.0,21000.0,62461.0,80.04959625595113
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2018,5,7.0,2018,5,30.0,77.0,21.0,225000.0,225000.0,465961.0,80.04959625595113
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2018,5,28.0,2018,5,28.0,54.0,52.0,40000.0,14400.0,31231.0,80.04959625595113
Hydrological,Mass movement (wet),Landslide (wet),MMR,Myanmar,South-eastern Asia,0.0,2018,7,15.0,2018,7,15.0,15.0,45.0,1275.5,45.0,20565.5,80.04959625595113
Hydrological,Flood,Flash flood,GEO,Georgia,Western Asia,29905.0,2018,7,5.0,2018,7,5.0,19.0,21.0,1143.0,1143.0,107022.0,80.04959625595113
Hydrological,Flood,Flash flood,MNG,Mongolia,Eastern Asia,29905.0,2018,7,3.0,2018,7,5.0,19.0,21.0,8301.0,8301.0,107022.0,80.04959625595113
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2018,7,7.0,2018,7,7.0,3.0,21.0,1381000.0,1381000.0,975999.0,80.04959625595113
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2018,7,10.0,2018,7,11.0,16.0,21.0,1519000.0,1519000.0,662950.0,80.04959625595113
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2018,8,17.0,2018,8,19.0,13.0,52.0,50000.0,50000.0,2498.0,80.04959625595113
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2018,9,10.0,2018,9,18.0,12.0,52.0,40000.0,14400.0,961904.0,80.04959625595113
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,240.0,2018,9,17.0,2018,9,17.0,12.0,300.0,40000.0,300.0,97437.0,80.04959625595113
Hydrological,Flood,Flash flood,IRN,Iran (Islamic Republic of),Southern Asia,340197.41,2018,10,5.0,2018,10,6.0,9.0,145.0,6990.0,7135.0,207371.0,80.04959625595113
Hydrological,Flood,Flood (General),JOR,Jordan,Western Asia,29905.0,2018,11,9.0,2018,11,9.0,13.0,29.0,25450.0,29.0,107022.0,80.04959625595113
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,29905.0,2018,10,11.0,2018,10,12.0,35.0,21.0,20000.0,20000.0,107022.0,80.04959625595113
Hydrological,Flood,Flash flood,IRQ,Iraq,Western Asia,29905.0,2018,11,22.0,2018,11,23.0,21.0,21.0,25000.0,25000.0,107022.0,80.04959625595113
Meteorological,Storm,Blizzard/Winter storm,MNG,Mongolia,Eastern Asia,144.0,2018,11,25.0,2018,11,28.0,12.0,52.0,40000.0,14400.0,97437.0,80.04959625595113
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2018,11,17.0,2018,11,18.0,19.0,28.0,10000.0,10028.0,21487.0,80.04959625595113
Hydrological,Flood,Flood (General),SYR,Syrian Arab Republic,Western Asia,29905.0,2019,3,30.0,2019,3,3.0,2.0,21.0,235000.0,235000.0,107022.0,81.50030940991486
Hydrological,Flood,Flood (General),IRQ,Iraq,Western Asia,29905.0,2019,3,24.0,2019,3,2.0,10.0,21.0,5865.0,5865.0,107022.0,81.50030940991486
Meteorological,Storm,Storm (General),IND,India,Southern Asia,144.0,2019,4,16.0,2019,4,17.0,50.0,52.0,40000.0,14400.0,97437.0,81.50030940991486
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,29905.0,2019,6,11.0,2019,6,14.0,8.0,21.0,80000.0,80000.0,107022.0,81.50030940991486
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2019,6,11.0,2019,6,11.0,3.0,21.0,25450.0,20000.0,107022.0,81.50030940991486
Hydrological,Flood,Flood (General),MNG,Mongolia,Eastern Asia,85984.41,2019,6,15.0,2019,6,19.0,12.0,21.0,500.0,500.0,107022.0,81.50030940991486
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2019,5,27.0,2019,5,30.0,3.0,21.0,25450.0,265.0,107022.0,81.50030940991486
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2019,6,3.0,2019,6,9.0,2.0,21.0,55495.0,55495.0,107022.0,81.50030940991486
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2022,10,10.0,2022,10,11.0,2.0,21.0,10000.0,10000.0,107022.0,93.29460735164001
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.6,2022,10,5.0,2022,10,5.0,7.0,1127.0,11288.0,12565.0,104477.5,93.29460735164001
Meteorological,Storm,Sand/Dust storm,IRQ,Iraq,Western Asia,144.0,2022,5,1.0,2022,5,4.0,1.0,5000.0,40000.0,5000.0,97437.0,93.29460735164001
Meteorological,Storm,Storm surge,VNM,Viet Nam,South-eastern Asia,144.0,2022,9,28.0,2022,9,29.0,2.0,62.0,53550.0,54412.0,97437.0,93.29460735164001
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2022,9,18.0,2022,9,24.0,19.0,21.0,25450.0,20000.0,107022.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2022,8,22.0,2022,8,23.0,12.0,52.0,7616.0,7616.0,97437.0,93.29460735164001
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2022,8,,2022,8,22.0,63.0,21.0,800000.0,800000.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2022,8,14.0,2022,8,16.0,10.0,21.0,25450.0,20000.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2022,7,25.0,2022,7,28.0,24.0,21.0,3000.0,3000.0,107022.0,93.29460735164001
Hydrological,Flood,Flash flood,IRN,Iran (Islamic Republic of),Southern Asia,29905.0,2022,7,23.0,2022,7,31.0,92.0,21.0,126775.0,126775.0,215447.0,93.29460735164001
Meteorological,Extreme temperature,Heat wave,KGZ,Kyrgyzstan,Central Asia,41.0,2022,7,18.0,2022,7,25.0,50.0,472.0,13850.0,13850.0,90654.0,93.29460735164001
Hydrological,Flood,Flood (General),MNG,Mongolia,Eastern Asia,29905.0,2023,7,3.0,2023,7,14.0,19.0,21.0,288738.0,288738.0,107022.0,97.13499263687517
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,7.0,2022,7,27.0,2022,7,27.0,10.0,394.0,502462.0,502856.0,161853.0,93.29460735164001
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2022,5,9.0,2022,5,15.0,48.0,21.0,25450.0,20000.0,5359367.0,93.29460735164001
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2023,6,25.0,2023,6,7.0,217.0,320.0,28855.0,29175.0,107022.0,97.13499263687517
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2022,5,2.0,2022,5,7.0,20.0,30.0,780.0,810.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2022,3,22.0,2022,3,23.0,19.0,1.0,225.0,226.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,3,14.0,2022,3,17.0,4.0,3.0,16000.0,16003.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,2,26.0,2022,2,5.0,13.0,21.0,31800.0,31800.0,66456.0,93.29460735164001
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,0.0,2023,8,23.0,2023,8,23.0,26.0,2.0,1275.5,2.0,20565.5,97.13499263687517
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,1,10.0,2022,1,11.0,10.0,21.0,6500.0,6500.0,107022.0,93.29460735164001
Climatological,Drought,Drought,KAZ,Kazakhstan,Central Asia,3500.0,2021,6,,2021,6,,37.0,45.5,71000.0,71000.0,364331.0,86.38165694109576
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,144.0,2021,11,5.0,2021,11,9.0,1.0,52.0,5600.0,5600.0,1082406.0,86.38165694109576
Geophysical,Volcanic activity,Pyroclastic flow,IDN,Indonesia,South-eastern Asia,0.0,2021,12,4.0,2021,12,9.0,71.0,27.0,10965.0,10992.0,23153.0,86.38165694109576
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,29905.0,2021,11,6.0,2021,11,7.0,26.0,4.0,230000.0,230004.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2021,10,18.0,2021,10,19.0,57.0,17.0,1385.0,1402.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2021,10,11.0,2021,10,20.0,39.0,21.0,3500.0,3950.0,107022.0,86.38165694109576
Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,29905.0,2021,10,2.0,2021,10,7.0,18.0,21.0,1760000.0,1760000.0,2083776.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2021,10,4.0,2021,10,6.0,3.0,52.0,8048.0,8048.0,278.0,86.38165694109576
